month,rmrf,smb,hml
2005-01-31,0.05969914983696878,,
2005-02-28,0.08337658590419506,,
2005-03-31,-0.048154955938475075,,
2005-04-30,-0.05635882225070554,,
2005-05-31,0.06857036715398301,,
2005-06-30,0.0422793358600686,,
2005-07-31,0.10390131572847139,,
2005-08-31,-0.028974987064326108,,
2005-09-30,0.1277411905984469,,
2005-10-31,-0.04332359248766804,,
2005-11-30,0.13085973069990176,,
2005-12-31,0.05885919888318503,,
2006-01-31,0.013711270950806265,,
2006-02-28,-0.017960091562840952,,
2006-03-31,-0.009380062289708002,,
2006-04-30,0.044418673682091514,,
2006-05-31,-0.07298222150177625,,
2006-06-30,-0.018568098176210635,,
2006-07-31,-0.0015509017687840299,-0.010921897864696106,0.015404998754871446
2006-08-31,0.04356606943060837,0.021496103524493826,0.017767925256986672
2006-09-30,0.017587049337210336,0.022841664698078912,-0.023393759172928186
2006-10-31,-0.006239721010974142,-0.013801417011587214,-0.03017733378774412
2006-11-30,0.050999574522841984,0.0469047486641192,-0.010471445844409732
2006-12-31,-0.0018461325830165798,-0.02243057775655699,0.004578977538268747
2007-01-31,-0.05051488508698887,0.043515593060762026,0.012752002641268412
2007-02-28,0.04222109658176265,-0.0073743557699809115,-0.009602579546909684
2007-03-31,0.03081779811407026,0.055990376976726486,-0.019501526343046915
2007-04-30,0.06173869767804718,0.03583636659248035,-0.020906382295860726
2007-05-31,0.1041184171517675,0.04227733491964214,-0.019175876049750018
2007-06-30,0.027455920981692028,0.016299459380807457,-0.005346507320156846
2007-07-31,0.1008539360534535,-0.02745303320482695,-0.031084025840721452
2007-08-31,-0.030161403260381858,0.0009033661581374641,-0.019035525442020473
2007-09-30,0.038364005353668684,-0.012357326109201039,-0.005614275738965224
2007-10-31,0.05812147565774173,-0.1151571609072809,0.010017319638476074
2007-11-30,-0.07340577907909351,-0.01786552469001812,-0.05076928266013592
2007-12-31,-0.009064789185222577,-0.009945327997841091,0.038900312278542515
2008-01-31,-0.14153671453769945,0.05895238749735987,-0.02547557691848812
2008-02-29,0.055888749996287235,0.051482391120343474,0.029830730161014563
2008-03-31,-0.005613678610921213,-0.019399409506511867,0.01088139355546991
2008-04-30,0.06534172875601985,-0.050168022547820934,0.028590960498945828
2008-05-31,0.014486220347181167,-0.0021526636267087396,-0.005424144038479128
2008-06-30,-0.09443856298879783,0.04992000730602397,-0.02568005441494825
2008-07-31,-0.0505518997398714,-0.020681269980178163,-0.012200487700573692
2008-08-31,-0.07960924427550986,-0.038447540842692196,-0.06982686601562182
2008-09-30,-0.02105643216897335,-0.017339662405772227,0.04866176881959672
2008-10-31,-0.2370586318440533,-0.09076145814166059,-0.06090461401854819
2008-11-30,-0.030460122947663315,0.012160660964898318,-0.0283370996975566
2008-12-31,0.04771996049932903,0.06943172715033108,0.10016550147052539
2009-01-31,0.04040027084592723,0.007924261822431111,-0.0035652100002654397
2009-02-28,-0.0793373583082303,0.07415681344895564,-7.464249994382222e-05
2009-03-31,0.14113906769464357,0.02358162589436974,0.057539793769506575
2009-04-30,0.14442751427751488,0.0973213786654028,0.03200596867695116
2009-05-31,0.02460929115579935,0.03214148983074128,-0.02468732436694221
2009-06-30,-0.01164637792937706,-0.04868813663804783,-0.011176528472063851
2009-07-31,0.115920078530386,-0.048950161442076756,-0.003908214789030917
2009-08-31,0.022937378792367458,0.0257167079969014,0.051069568521545206
2009-09-30,0.04718126452546545,-0.040413221928998655,0.029623577246254307
2009-10-31,-0.05322882583779709,0.023412514341621504,-0.012460243100296031
2009-11-30,-0.017252292067887365,-0.006842763229856219,-0.005921627541970009
2009-12-31,0.08379886554171212,0.019862981855542472,0.047128537883960986
2010-01-31,-0.045188890452003805,-0.005721725553645696,-0.01961333362768647
2010-02-28,-0.002282708186796323,0.056259879485961006,0.028759380410857238
2010-03-31,0.05741890206223066,0.006662152052659298,-0.012243384399279855
2010-04-30,0.028406342963151587,0.037457394774821795,0.025191431997151348
2010-05-31,-0.05761435708949514,0.019905199236176285,-0.0016264160042683828
2010-06-30,0.032652264783263885,-0.02246623256655622,-0.005476676837627981
2010-07-31,0.0323587970480137,-0.025548994670210656,-0.005515641020471085
2010-08-31,-0.01129669741336392,-0.009677307349711617,-0.005099589778856606
2010-09-30,0.073580020783784,-0.0565980093058529,-0.03640444986878055
2010-10-31,0.01173984828975283,0.07007577781557273,-0.021095969393636005
2010-11-30,0.005744506371756497,-0.06761970622358926,-0.0023967100206733205
2010-12-31,0.07278386920874746,-0.041624433907229474,-0.0012768794349435897
2011-01-31,0.012144244144132621,-0.010428074169760326,0.004518670245676093
2011-02-28,-0.05955651303101284,0.03225675707947029,-0.004949972207405784
2011-03-31,0.08397941770379713,-0.04720318886731567,-0.0014532824873471073
2011-04-30,0.035249030447522145,-0.033449215939991506,-0.015986445344954414
2011-05-31,-0.024741888018561364,-0.006630245562185055,-0.012022151547254833
2011-06-30,-0.018301654031882664,0.02009796618267612,-0.015861889229388804
2011-07-31,0.023699007501674085,0.08592076290902795,0.018682858009242187
2011-08-31,-0.11454141034056453,0.023201098501375972,-0.05885427774813179
2011-09-30,-0.06123509399392013,-0.04683018724648891,-0.012779641400017971
2011-10-31,0.07987217819760373,0.006823104603071561,0.04946625620340961
2011-11-30,-0.028442430114727912,0.026145815575012277,-0.0203089473418272
2011-12-31,-0.007595432055404139,0.0610980558428853,0.012892641953272
2012-01-31,0.06896058617182743,0.003932958251641638,0.04177889940300217
2012-02-29,0.04235282842975652,0.07148499198956881,0.017691731990298498
2012-03-31,-0.010594621541022309,-0.0061800002540843835,-0.004561147443024827
2012-04-30,-0.021103696054573073,-0.021872775152100288,-0.0010655226060317657
2012-05-31,-0.06713441351798943,0.028038748234620936,-0.012129152070355365
2012-06-30,0.009284051098896962,0.023084455301828788,-0.0023106906640329994
2012-07-31,0.010539335040076203,-0.03149247289549795,-0.0016800692611226298
2012-08-31,0.01921762199185184,0.03991345123331702,-0.014575660207837737
2012-09-30,0.04614479518090997,0.024497613842330068,0.018630996183159
