Date,rmrf,smb,hml
2005-01-03,,,
2005-01-04,-0.0065878762550649166,,
2005-01-05,-0.0005072421853364273,,
2005-01-06,-0.011217748912543356,,
2005-01-07,0.0009228225580072573,,
2005-01-10,0.005688329394380866,,
2005-01-11,0.010095319810365147,,
2005-01-12,-0.004773548638946618,,
2005-01-13,0.007360556646027206,,
2005-01-14,0.02142198863141319,,
2005-01-17,0.02165239294344531,,
2005-01-18,-0.0019145115556271515,,
2005-01-19,-0.0030345243404107476,,
2005-01-20,-0.007782357918950987,,
2005-01-21,0.012203183404991635,,
2005-01-24,0.005730276721243704,,
2005-01-25,-0.008897919786335525,,
2005-01-26,0.012105298874733378,,
2005-01-27,-0.002455530605086855,,
2005-01-28,-0.002895946009921273,,
2005-01-31,0.011836592996160045,,
2005-02-01,-0.006777612776579769,,
2005-02-02,-0.0034443270771446436,,
2005-02-03,0.00626725738310721,,
2005-02-04,0.00534889813759782,,
2005-02-07,0.01824495683752108,,
2005-02-11,-0.0009283018663285728,,
2005-02-14,0.019876631408523367,,
2005-02-15,0.004781593317335329,,
2005-02-16,0.0033837267788884087,,
2005-02-17,0.001201021687140613,,
2005-02-18,0.010045297382311271,,
2005-02-21,0.0038788042772276727,,
2005-02-22,-0.012448262541336892,,
2005-02-23,-0.009860312195804714,,
2005-02-24,0.018945317122147778,,
2005-02-25,0.008653311877431697,,
2005-02-28,0.013849287953118045,,
2005-03-02,-0.0035084985259486797,,
2005-03-03,0.0030701693931850615,,
2005-03-04,0.0024204776716081873,,
2005-03-07,-0.006018192092484867,,
2005-03-08,-0.0087988273650243,,
2005-03-09,0.007864456387477589,,
2005-03-10,-0.009028108454830321,,
2005-03-11,0.023584615461568828,,
2005-03-14,-0.002192061891374543,,
2005-03-15,-0.025861691715999977,,
2005-03-16,0.0003082552953161761,,
2005-03-17,-0.014161798314935069,,
2005-03-18,-0.0014083274000214585,,
2005-03-21,-0.0007718075804057841,,
2005-03-22,0.0005824057366411354,,
2005-03-23,-0.01414242789334119,,
2005-03-24,-0.010611057066550507,,
2005-03-25,0.009864895892882097,,
2005-03-28,0.01247863356804845,,
2005-03-29,-0.018678175795770365,,
2005-03-30,-0.002889207704360026,,
2005-03-31,0.009918086344530426,,
2005-04-01,0.01676479313700148,,
2005-04-04,0.0005178331107778247,,
2005-04-06,0.005511687255141039,,
2005-04-07,0.0007020787794971612,,
2005-04-08,0.0033245473895863013,,
2005-04-11,-0.005900611522133644,,
2005-04-12,-0.004190813110789788,,
2005-04-13,-0.0004070562292022778,,
2005-04-14,-0.026325170616706278,,
2005-04-15,-0.00761444482623929,,
2005-04-18,-0.025025894110915135,,
2005-04-19,0.008959350158334302,,
2005-04-20,0.005702657378733915,,
2005-04-21,0.0014028499472348796,,
2005-04-22,0.002159928508416459,,
2005-04-25,0.0055075982753841025,,
2005-04-26,-0.0019979437354586795,,
2005-04-27,-0.014882231577577863,,
